loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,target_default,issue_year
24000.0, 60 months,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2015,debt_consolidation,NY,28.93,675.0,679.0,0.0,12.0,0.0,17117.0,43.4,26.0,Individual,1.0,0.0,0,2015
3600.0, 36 months,3 years,MORTGAGE,60000.0,Verified,Dec-2015,credit_card,SC,39.1,680.0,684.0,1.0,18.0,0.0,23563.0,88.6,40.0,Individual,1.0,0.0,1,2015
8000.0, 36 months,5 years,RENT,80000.0,Source Verified,Dec-2015,credit_card,MD,9.47,660.0,664.0,1.0,6.0,1.0,8942.0,72.1,8.0,Individual,0.0,1.0,1,2015
10000.0, 36 months,10+ years,RENT,108000.0,Source Verified,Dec-2015,debt_consolidation,NJ,15.65,690.0,694.0,0.0,14.0,0.0,26340.0,51.2,27.0,Individual,0.0,0.0,0,2015
24000.0, 60 months,10+ years,OWN,62000.0,Source Verified,Dec-2015,other,CT,19.67,745.0,749.0,1.0,13.0,0.0,22661.0,69.3,34.0,Individual,2.0,0.0,0,2015
5000.0, 36 months,10+ years,RENT,75000.0,Not Verified,Dec-2015,credit_card,CA,15.52,765.0,769.0,1.0,11.0,0.0,4165.0,18.8,19.0,Individual,0.0,0.0,0,2015
17850.0, 36 months,2 years,MORTGAGE,70000.0,Source Verified,Dec-2015,debt_consolidation,WA,26.82,675.0,679.0,0.0,12.0,0.0,9588.0,57.8,23.0,Individual,4.0,0.0,1,2015
15000.0, 36 months,4 years,MORTGAGE,120000.0,Not Verified,Dec-2015,credit_card,FL,19.24,705.0,709.0,0.0,11.0,0.0,22908.0,68.4,19.0,Individual,2.0,0.0,0,2015
8300.0, 36 months,1 year,MORTGAGE,28038.0,Source Verified,Dec-2015,other,KS,14.98,740.0,744.0,0.0,7.0,0.0,2145.0,7.7,33.0,Individual,5.0,0.0,0,2015
6300.0, 36 months,2 years,RENT,36000.0,Verified,Dec-2015,debt_consolidation,IL,23.93,685.0,689.0,0.0,9.0,0.0,4741.0,37.3,14.0,Individual,0.0,0.0,0,2015
10800.0, 60 months,1 year,MORTGAGE,40900.0,Not Verified,Dec-2015,credit_card,NJ,17.81,660.0,664.0,0.0,5.0,0.0,2439.0,87.1,19.0,Individual,0.0,0.0,1,2015
9000.0, 36 months,3 years,RENT,78000.0,Source Verified,Dec-2015,debt_consolidation,LA,14.15,680.0,684.0,0.0,7.0,0.0,3771.0,32.0,23.0,Individual,0.0,0.0,0,2015
24000.0, 36 months,< 1 year,RENT,120000.0,Source Verified,Dec-2015,debt_consolidation,CA,14.09,690.0,694.0,1.0,8.0,0.0,36223.0,66.2,12.0,Individual,0.0,0.0,0,2015
8000.0, 36 months,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,car,VA,35.3,695.0,699.0,0.0,17.0,0.0,48570.0,57.4,34.0,Individual,3.0,0.0,0,2015
14000.0, 36 months,10+ years,MORTGAGE,77000.0,Source Verified,Dec-2015,debt_consolidation,SC,15.36,720.0,724.0,2.0,15.0,0.0,13624.0,32.4,24.0,Individual,2.0,0.0,0,2015
35000.0, 36 months,8 years,RENT,75000.0,Source Verified,Dec-2015,credit_card,FL,25.65,720.0,724.0,0.0,8.0,0.0,20395.0,71.1,23.0,Individual,0.0,0.0,0,2015
7000.0, 36 months,10+ years,RENT,53500.0,Not Verified,Dec-2015,credit_card,WI,7.6,795.0,799.0,1.0,5.0,0.0,2171.0,15.6,10.0,Individual,0.0,0.0,0,2015
17000.0, 60 months,5 years,MORTGAGE,81600.0,Not Verified,Dec-2015,home_improvement,FL,15.72,730.0,734.0,1.0,9.0,0.0,2754.0,6.0,18.0,Individual,1.0,0.0,0,2015
18000.0, 36 months,< 1 year,MORTGAGE,85000.0,Not Verified,Dec-2015,debt_consolidation,AR,21.12,770.0,774.0,0.0,11.0,0.0,11625.0,20.1,36.0,Individual,3.0,0.0,0,2015
12000.0, 36 months,< 1 year,RENT,31000.0,Verified,Dec-2015,credit_card,WI,34.49,705.0,709.0,0.0,4.0,0.0,4014.0,31.9,14.0,Individual,0.0,0.0,0,2015
20450.0, 60 months,5 years,RENT,64000.0,Source Verified,Dec-2015,debt_consolidation,CT,26.48,695.0,699.0,0.0,10.0,1.0,2249.0,22.7,18.0,Individual,1.0,1.0,0,2015
10000.0, 60 months,3 years,RENT,75000.0,Verified,Dec-2015,debt_consolidation,AZ,9.95,660.0,664.0,1.0,7.0,1.0,9897.0,65.0,16.0,Individual,3.0,1.0,0,2015
4000.0, 36 months,10+ years,MORTGAGE,64000.0,Source Verified,Dec-2015,credit_card,WI,12.77,695.0,699.0,1.0,16.0,1.0,3903.0,23.0,38.0,Individual,7.0,0.0,0,2015
10000.0, 60 months,10+ years,OWN,40000.0,Not Verified,Dec-2015,home_improvement,NY,15.89,695.0,699.0,2.0,9.0,0.0,10283.0,73.4,17.0,Individual,1.0,0.0,1,2015
5600.0, 36 months,2 years,MORTGAGE,31000.0,Source Verified,Dec-2015,debt_consolidation,PA,3.99,660.0,664.0,1.0,6.0,1.0,1996.0,29.8,21.0,Individual,2.0,1.0,0,2015
16000.0, 60 months,5 years,MORTGAGE,53000.0,Not Verified,Dec-2015,home_improvement,FL,26.59,710.0,714.0,0.0,20.0,0.0,16722.0,28.6,36.0,Individual,3.0,0.0,0,2015
7000.0, 36 months,2 years,RENT,41000.0,Verified,Dec-2015,credit_card,WA,6.79,680.0,684.0,0.0,7.0,0.0,6933.0,42.5,7.0,Individual,0.0,0.0,0,2015
14000.0, 36 months,< 1 year,RENT,40000.0,Source Verified,Dec-2015,credit_card,NJ,14.82,680.0,684.0,0.0,10.0,0.0,17032.0,58.7,12.0,Individual,0.0,0.0,0,2015
5600.0, 36 months,< 1 year,OWN,60000.0,Source Verified,Dec-2015,debt_consolidation,CA,6.56,705.0,709.0,0.0,3.0,0.0,12698.0,95.5,11.0,Individual,0.0,0.0,0,2015
9000.0, 36 months,1 year,RENT,35000.0,Source Verified,Dec-2015,debt_consolidation,ME,13.58,665.0,669.0,0.0,10.0,0.0,9715.0,90.0,14.0,Individual,0.0,0.0,0,2015
9000.0, 36 months,6 years,MORTGAGE,72000.0,Not Verified,Dec-2015,debt_consolidation,NC,22.43,730.0,734.0,1.0,18.0,0.0,19989.0,26.8,44.0,Individual,3.0,0.0,0,2015
15000.0, 36 months,5 years,MORTGAGE,48000.0,Source Verified,Dec-2015,home_improvement,CA,6.18,675.0,679.0,0.0,6.0,0.0,7122.0,49.5,14.0,Individual,4.0,0.0,0,2015
6000.0, 36 months,7 years,OWN,18000.0,Verified,Dec-2015,other,FL,38.13,685.0,689.0,0.0,11.0,0.0,4464.0,27.2,14.0,Individual,0.0,0.0,1,2015
20000.0, 36 months,10+ years,OWN,100000.0,Not Verified,Dec-2015,debt_consolidation,OH,13.21,750.0,754.0,0.0,30.0,0.0,29660.0,18.3,42.0,Individual,0.0,0.0,0,2015
7925.0, 36 months,10+ years,OWN,30000.0,Verified,Dec-2015,debt_consolidation,TX,9.05,700.0,704.0,0.0,7.0,0.0,7072.0,32.4,11.0,Individual,0.0,0.0,0,2015
17550.0, 36 months,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2015,credit_card,TX,20.97,710.0,714.0,0.0,15.0,0.0,17891.0,55.0,24.0,Individual,1.0,0.0,0,2015
15000.0, 60 months,6 years,RENT,78000.0,Source Verified,Dec-2015,debt_consolidation,CA,13.57,680.0,684.0,0.0,8.0,0.0,9982.0,59.4,20.0,Individual,0.0,0.0,0,2015
17875.0, 36 months,1 year,RENT,49699.0,Verified,Dec-2015,debt_consolidation,NV,15.17,700.0,704.0,2.0,9.0,0.0,26228.0,36.7,30.0,Individual,0.0,0.0,0,2015
5400.0, 36 months,1 year,MORTGAGE,70000.0,Verified,Dec-2015,debt_consolidation,TX,18.91,665.0,669.0,0.0,9.0,1.0,7860.0,88.3,18.0,Individual,0.0,0.0,0,2015
6500.0, 36 months,< 1 year,RENT,115000.0,Not Verified,Dec-2015,credit_card,CA,6.4,675.0,679.0,0.0,7.0,0.0,10794.0,81.2,14.0,Individual,0.0,0.0,0,2015
14125.0, 60 months,10+ years,RENT,145000.0,Source Verified,Dec-2015,debt_consolidation,CA,17.71,685.0,689.0,0.0,11.0,0.0,12903.0,66.5,27.0,Individual,3.0,0.0,0,2015
16000.0, 36 months,7 years,RENT,345000.0,Source Verified,Dec-2015,credit_card,NY,0.59,770.0,774.0,0.0,5.0,0.0,1749.0,4.1,7.0,Individual,0.0,0.0,0,2015
15425.0, 36 months,10+ years,RENT,38600.0,Source Verified,Dec-2015,major_purchase,MI,23.2,705.0,709.0,2.0,12.0,0.0,11139.0,21.1,13.0,Individual,0.0,0.0,0,2015
18000.0, 60 months,10+ years,MORTGAGE,143954.0,Source Verified,Dec-2015,credit_card,FL,13.28,670.0,674.0,2.0,12.0,1.0,14987.0,56.1,27.0,Individual,3.0,1.0,0,2015
15000.0, 36 months,10+ years,MORTGAGE,130000.0,Verified,Dec-2015,small_business,NY,17.38,695.0,699.0,3.0,13.0,0.0,4129.0,11.0,26.0,Individual,1.0,0.0,0,2015
10000.0, 36 months,5 years,MORTGAGE,254842.0,Source Verified,Dec-2015,credit_card,NC,1.89,680.0,684.0,2.0,5.0,1.0,8829.0,38.0,37.0,Individual,4.0,1.0,0,2015
4800.0, 36 months,10+ years,RENT,93000.0,Source Verified,Dec-2015,debt_consolidation,NY,6.19,680.0,684.0,0.0,6.0,0.0,3801.0,60.3,17.0,Individual,0.0,0.0,0,2015
1200.0, 36 months,8 years,MORTGAGE,55000.0,Not Verified,Dec-2015,debt_consolidation,IN,17.94,670.0,674.0,0.0,12.0,8.0,5253.0,55.9,44.0,Individual,2.0,0.0,0,2015
15125.0, 60 months,1 year,RENT,45000.0,Source Verified,Dec-2015,debt_consolidation,WA,27.84,700.0,704.0,0.0,7.0,0.0,15751.0,70.6,11.0,Individual,0.0,0.0,0,2015
7000.0, 36 months,10+ years,MORTGAGE,45000.0,Source Verified,Dec-2015,debt_consolidation,KY,34.16,685.0,689.0,1.0,8.0,1.0,5740.0,36.1,14.0,Individual,1.0,1.0,0,2015
12000.0, 36 months,10+ years,MORTGAGE,75000.0,Source Verified,Dec-2015,debt_consolidation,WI,30.86,700.0,704.0,1.0,18.0,0.0,32935.0,48.9,36.0,Individual,4.0,0.0,0,2015
7500.0, 36 months,,OWN,25000.0,Source Verified,Dec-2015,credit_card,OK,12.19,700.0,704.0,1.0,10.0,1.0,5456.0,37.4,13.0,Individual,0.0,1.0,1,2015
1000.0, 36 months,1 year,MORTGAGE,38000.0,Not Verified,Dec-2015,credit_card,OH,22.05,690.0,694.0,1.0,9.0,0.0,3392.0,48.5,11.0,Individual,1.0,0.0,0,2015
7000.0, 36 months,10+ years,MORTGAGE,48000.0,Not Verified,Dec-2015,debt_consolidation,NC,14.38,785.0,789.0,0.0,14.0,0.0,5145.0,11.8,27.0,Individual,2.0,0.0,0,2015
16000.0, 60 months,< 1 year,RENT,55000.0,Verified,Dec-2015,credit_card,CA,36.22,670.0,674.0,1.0,6.0,1.0,9998.0,99.0,20.0,Individual,2.0,1.0,1,2015
24000.0, 36 months,10+ years,MORTGAGE,475000.0,Source Verified,Dec-2015,home_improvement,CA,1.64,695.0,699.0,0.0,6.0,0.0,1022.0,36.5,15.0,Individual,3.0,0.0,0,2015
12000.0, 60 months,< 1 year,RENT,45000.0,Not Verified,Dec-2015,credit_card,FL,23.31,685.0,689.0,0.0,12.0,1.0,9457.0,52.5,31.0,Individual,2.0,1.0,0,2015
8200.0, 36 months,1 year,MORTGAGE,40000.0,Verified,Dec-2015,credit_card,WI,38.58,660.0,664.0,3.0,11.0,0.0,30585.0,100.9,25.0,Individual,1.0,0.0,0,2015
8000.0, 36 months,< 1 year,RENT,60000.0,Source Verified,Dec-2015,debt_consolidation,CA,14.28,700.0,704.0,0.0,8.0,0.0,4821.0,56.1,11.0,Individual,0.0,0.0,0,2015
2500.0, 36 months,2 years,RENT,32928.0,Verified,Dec-2015,vacation,PA,26.72,670.0,674.0,2.0,16.0,0.0,3908.0,37.9,17.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,1 year,MORTGAGE,32000.0,Not Verified,Dec-2015,other,FL,25.91,745.0,749.0,1.0,25.0,0.0,10668.0,11.8,45.0,Individual,4.0,0.0,0,2015
12000.0, 36 months,4 years,OWN,113000.0,Not Verified,Dec-2015,debt_consolidation,MA,6.39,670.0,674.0,0.0,11.0,0.0,13058.0,32.5,25.0,Individual,1.0,0.0,0,2015
14400.0, 60 months,< 1 year,RENT,65000.0,Verified,Dec-2015,debt_consolidation,AZ,25.02,670.0,674.0,2.0,16.0,0.0,11399.0,48.9,23.0,Individual,0.0,0.0,1,2015
10000.0, 36 months,7 years,MORTGAGE,50000.0,Verified,Dec-2015,small_business,NE,9.06,660.0,664.0,0.0,6.0,0.0,14793.0,38.6,9.0,Individual,2.0,0.0,1,2015
26150.0, 60 months,8 years,RENT,150000.0,Source Verified,Dec-2015,debt_consolidation,CA,15.07,700.0,704.0,1.0,11.0,0.0,17847.0,42.7,19.0,Individual,0.0,0.0,1,2015
23000.0, 36 months,4 years,MORTGAGE,500000.0,Verified,Dec-2015,debt_consolidation,NJ,14.75,660.0,664.0,0.0,13.0,1.0,35519.0,91.5,26.0,Individual,3.0,0.0,0,2015
30000.0, 60 months,10+ years,MORTGAGE,102000.0,Verified,Dec-2015,credit_card,PA,16.47,685.0,689.0,1.0,21.0,0.0,36433.0,98.7,42.0,Individual,3.0,0.0,0,2015
9000.0, 36 months,3 years,RENT,32000.0,Verified,Dec-2015,credit_card,HI,27.91,685.0,689.0,1.0,6.0,0.0,7835.0,44.0,7.0,Individual,0.0,0.0,0,2015
18000.0, 36 months,10+ years,RENT,105000.0,Source Verified,Dec-2015,credit_card,FL,25.03,675.0,679.0,0.0,17.0,1.0,33483.0,80.3,27.0,Individual,0.0,0.0,0,2015
15000.0, 36 months,2 years,RENT,53000.0,Not Verified,Dec-2015,debt_consolidation,NJ,24.13,690.0,694.0,0.0,9.0,0.0,9256.0,39.9,35.0,Individual,1.0,0.0,0,2015
12000.0, 36 months,3 years,RENT,70000.0,Source Verified,Dec-2015,credit_card,UT,18.74,660.0,664.0,2.0,9.0,0.0,10387.0,81.8,9.0,Individual,0.0,0.0,1,2015
18000.0, 36 months,9 years,MORTGAGE,37500.0,Verified,Dec-2015,debt_consolidation,KS,18.62,695.0,699.0,0.0,7.0,0.0,11630.0,85.5,23.0,Individual,2.0,0.0,0,2015
6500.0, 36 months,3 years,MORTGAGE,65000.0,Source Verified,Dec-2015,debt_consolidation,OH,32.61,685.0,689.0,0.0,14.0,0.0,23792.0,60.7,21.0,Individual,1.0,0.0,0,2015
5000.0, 36 months,2 years,OWN,36000.0,Verified,Dec-2015,debt_consolidation,VA,28.73,680.0,684.0,1.0,13.0,1.0,4808.0,38.5,25.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,10+ years,MORTGAGE,58000.0,Verified,Dec-2015,home_improvement,NY,25.7,685.0,689.0,0.0,9.0,0.0,15394.0,79.8,18.0,Individual,0.0,0.0,0,2015
8000.0, 36 months,10+ years,RENT,44000.0,Verified,Dec-2015,debt_consolidation,CA,19.72,670.0,674.0,0.0,12.0,1.0,9198.0,60.5,22.0,Individual,0.0,1.0,0,2015
34000.0, 36 months,2 years,MORTGAGE,68000.0,Source Verified,Dec-2015,credit_card,FL,28.93,765.0,769.0,0.0,10.0,0.0,40480.0,77.5,11.0,Individual,0.0,0.0,0,2015
8475.0, 36 months,< 1 year,RENT,110000.0,Verified,Dec-2015,major_purchase,OR,0.73,660.0,664.0,1.0,9.0,2.0,2726.0,22.2,9.0,Individual,0.0,0.0,0,2015
15000.0, 36 months,4 years,RENT,70000.0,Source Verified,Dec-2015,credit_card,IL,12.41,665.0,669.0,0.0,6.0,0.0,16063.0,86.8,6.0,Individual,0.0,0.0,0,2015
10000.0, 36 months,6 years,MORTGAGE,85000.0,Source Verified,Dec-2015,credit_card,MA,12.77,695.0,699.0,0.0,7.0,0.0,2435.0,78.5,39.0,Individual,1.0,0.0,0,2015
4000.0, 36 months,10+ years,MORTGAGE,96000.0,Source Verified,Dec-2015,home_improvement,GA,14.09,700.0,704.0,2.0,13.0,0.0,12467.0,48.7,24.0,Individual,3.0,0.0,0,2015
8000.0, 36 months,3 years,MORTGAGE,30000.0,Source Verified,Dec-2015,credit_card,WY,7.4,660.0,664.0,0.0,5.0,0.0,5909.0,86.9,7.0,Individual,1.0,0.0,1,2015
5000.0, 36 months,10+ years,MORTGAGE,75000.0,Not Verified,Dec-2015,home_improvement,TX,28.29,730.0,734.0,0.0,5.0,0.0,44826.0,84.4,8.0,Individual,2.0,0.0,0,2015
10000.0, 36 months,5 years,MORTGAGE,44280.0,Verified,Dec-2015,credit_card,IN,18.44,665.0,669.0,2.0,20.0,0.0,19382.0,60.4,51.0,Individual,2.0,0.0,0,2015
34000.0, 60 months,2 years,MORTGAGE,95000.0,Verified,Dec-2015,debt_consolidation,FL,15.58,725.0,729.0,0.0,15.0,0.0,31112.0,45.0,36.0,Individual,6.0,0.0,1,2015
16000.0, 36 months,10+ years,MORTGAGE,85000.0,Verified,Dec-2015,debt_consolidation,TX,26.67,705.0,709.0,2.0,11.0,0.0,9575.0,38.5,35.0,Individual,4.0,0.0,0,2015
16000.0, 60 months,10+ years,RENT,82000.0,Source Verified,Dec-2015,credit_card,CA,27.28,670.0,674.0,0.0,16.0,0.0,24526.0,64.2,37.0,Individual,0.0,0.0,0,2015
10000.0, 36 months,5 years,RENT,100000.0,Source Verified,Dec-2015,other,NJ,7.42,725.0,729.0,4.0,20.0,0.0,17346.0,20.2,29.0,Individual,0.0,0.0,0,2015
4600.0, 36 months,9 years,MORTGAGE,63000.0,Not Verified,Dec-2015,credit_card,OH,37.75,730.0,734.0,0.0,11.0,2.0,9912.0,43.1,37.0,Individual,3.0,0.0,0,2015
20000.0, 36 months,< 1 year,MORTGAGE,60000.0,Not Verified,Dec-2015,debt_consolidation,VA,15.82,805.0,809.0,0.0,12.0,0.0,5126.0,15.0,17.0,Individual,1.0,0.0,0,2015
25000.0, 36 months,6 years,RENT,96000.0,Not Verified,Dec-2015,debt_consolidation,VA,14.74,695.0,699.0,0.0,24.0,0.0,28972.0,38.6,33.0,Individual,0.0,0.0,0,2015
3000.0, 36 months,1 year,RENT,25700.0,Verified,Dec-2015,other,GA,21.3,695.0,699.0,1.0,17.0,0.0,3944.0,26.8,33.0,Individual,0.0,0.0,0,2015
4000.0, 36 months,10+ years,MORTGAGE,52000.0,Verified,Dec-2015,debt_consolidation,WY,28.76,680.0,684.0,0.0,10.0,0.0,12801.0,85.9,31.0,Individual,5.0,0.0,0,2015
10000.0, 36 months,2 years,RENT,33000.0,Not Verified,Dec-2015,debt_consolidation,CO,29.02,740.0,744.0,0.0,13.0,0.0,19971.0,42.3,21.0,Individual,0.0,0.0,0,2015
12000.0, 36 months,3 years,RENT,44000.0,Source Verified,Dec-2015,debt_consolidation,NY,2.32,720.0,724.0,0.0,26.0,0.0,3247.0,27.5,26.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,,RENT,54000.0,Verified,Dec-2015,debt_consolidation,NY,21.98,660.0,664.0,0.0,6.0,0.0,18093.0,123.9,8.0,Individual,0.0,0.0,0,2015
12000.0, 36 months,,OWN,46000.0,Not Verified,Dec-2015,credit_card,FL,25.25,770.0,774.0,0.0,11.0,0.0,8182.0,24.6,18.0,Individual,2.0,0.0,0,2015
3250.0, 36 months,10+ years,MORTGAGE,62000.0,Not Verified,Dec-2015,other,NC,34.49,665.0,669.0,1.0,17.0,0.0,44487.0,86.0,44.0,Individual,5.0,0.0,1,2015
12000.0, 36 months,10+ years,MORTGAGE,100000.0,Not Verified,Dec-2015,debt_consolidation,MA,9.52,740.0,744.0,1.0,19.0,0.0,10987.0,14.5,33.0,Individual,2.0,0.0,0,2015
5000.0, 36 months,7 years,RENT,35000.0,Verified,Dec-2015,debt_consolidation,CA,21.57,660.0,664.0,2.0,12.0,1.0,10389.0,69.3,20.0,Individual,0.0,1.0,0,2015
25000.0, 60 months,< 1 year,MORTGAGE,75000.0,Not Verified,Dec-2015,debt_consolidation,AL,30.21,675.0,679.0,1.0,9.0,0.0,21693.0,96.8,41.0,Individual,7.0,0.0,0,2015
10500.0, 36 months,< 1 year,RENT,68000.0,Not Verified,Dec-2015,credit_card,TN,19.63,685.0,689.0,1.0,7.0,0.0,9214.0,64.0,9.0,Individual,0.0,0.0,1,2015
16000.0, 36 months,10+ years,MORTGAGE,105000.0,Not Verified,Dec-2015,home_improvement,OR,11.94,745.0,749.0,0.0,10.0,0.0,22867.0,80.2,19.0,Individual,1.0,0.0,0,2015
19800.0, 36 months,10+ years,RENT,91000.0,Source Verified,Dec-2015,debt_consolidation,NC,5.86,705.0,709.0,0.0,9.0,0.0,19013.0,41.8,23.0,Individual,8.0,0.0,0,2015
10775.0, 60 months,10+ years,RENT,80000.0,Source Verified,Dec-2015,debt_consolidation,NJ,12.84,710.0,714.0,0.0,9.0,0.0,2241.0,33.0,9.0,Individual,0.0,0.0,1,2015
35000.0, 36 months,10+ years,MORTGAGE,130000.0,Verified,Dec-2015,credit_card,GA,21.47,710.0,714.0,1.0,12.0,0.0,61864.0,78.5,24.0,Individual,2.0,0.0,0,2015
5600.0, 36 months,3 years,RENT,25000.0,Verified,Dec-2015,debt_consolidation,FL,11.61,680.0,684.0,0.0,3.0,0.0,10178.0,77.7,12.0,Individual,0.0,0.0,0,2015
5600.0, 36 months,< 1 year,RENT,30000.0,Source Verified,Dec-2015,debt_consolidation,NJ,5.4,675.0,679.0,0.0,10.0,0.0,3082.0,26.3,23.0,Individual,0.0,0.0,0,2015
35000.0, 60 months,10+ years,MORTGAGE,105000.0,Source Verified,Dec-2015,credit_card,WI,20.62,740.0,744.0,0.0,12.0,0.0,86366.0,62.3,22.0,Individual,4.0,0.0,0,2015
24000.0, 60 months,7 years,RENT,70000.0,Not Verified,Dec-2015,debt_consolidation,TX,34.72,695.0,699.0,0.0,16.0,0.0,27912.0,75.0,46.0,Individual,2.0,0.0,0,2015
12000.0, 36 months,8 years,MORTGAGE,85000.0,Verified,Dec-2015,debt_consolidation,OR,6.14,690.0,694.0,0.0,7.0,0.0,6778.0,54.2,21.0,Individual,4.0,0.0,0,2015
7800.0, 36 months,10+ years,MORTGAGE,75000.0,Not Verified,Dec-2015,debt_consolidation,CA,5.74,665.0,669.0,1.0,12.0,2.0,9573.0,33.6,22.0,Individual,1.0,2.0,0,2015
9400.0, 36 months,10+ years,MORTGAGE,40000.0,Not Verified,Dec-2015,debt_consolidation,OH,21.56,735.0,739.0,0.0,18.0,0.0,10138.0,25.2,27.0,Individual,1.0,0.0,0,2015
8000.0, 36 months,< 1 year,RENT,40000.0,Verified,Dec-2015,debt_consolidation,CA,34.35,695.0,699.0,0.0,11.0,0.0,13390.0,95.0,15.0,Individual,0.0,0.0,0,2015
4000.0, 36 months,10+ years,RENT,63000.0,Verified,Dec-2015,medical,NV,22.68,665.0,669.0,1.0,16.0,0.0,14544.0,63.2,29.0,Individual,4.0,0.0,0,2015
8800.0, 36 months,,RENT,20000.0,Verified,Dec-2015,credit_card,UT,21.31,690.0,694.0,0.0,14.0,0.0,14110.0,36.8,27.0,Individual,0.0,0.0,0,2015
30225.0, 60 months,10+ years,MORTGAGE,98500.0,Verified,Dec-2015,debt_consolidation,KY,23.38,680.0,684.0,0.0,11.0,0.0,30070.0,94.6,24.0,Individual,6.0,0.0,0,2015
7800.0, 36 months,1 year,RENT,58000.0,Source Verified,Dec-2015,debt_consolidation,DE,15.64,720.0,724.0,1.0,11.0,0.0,15428.0,38.8,13.0,Individual,0.0,0.0,0,2015
10000.0, 36 months,,RENT,28000.0,Verified,Dec-2015,debt_consolidation,TN,30.52,660.0,664.0,1.0,6.0,0.0,25189.0,58.3,10.0,Individual,0.0,0.0,0,2015
5275.0, 36 months,< 1 year,RENT,31200.0,Not Verified,Dec-2015,debt_consolidation,AR,18.35,695.0,699.0,2.0,8.0,0.0,1266.0,10.7,48.0,Individual,0.0,0.0,1,2015
6000.0, 36 months,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2015,credit_card,IN,6.73,670.0,674.0,0.0,21.0,0.0,12431.0,40.6,38.0,Individual,3.0,0.0,0,2015
20000.0, 36 months,3 years,RENT,100000.0,Source Verified,Dec-2015,credit_card,MN,14.32,695.0,699.0,0.0,8.0,1.0,10262.0,64.5,15.0,Individual,1.0,1.0,0,2015
35000.0, 36 months,4 years,MORTGAGE,300000.0,Source Verified,Dec-2015,other,CA,0.1,680.0,684.0,1.0,15.0,2.0,2041.0,2.6,44.0,Individual,3.0,2.0,0,2015
30000.0, 36 months,6 years,MORTGAGE,85000.0,Verified,Dec-2015,debt_consolidation,MD,27.16,710.0,714.0,0.0,21.0,0.0,10993.0,29.0,43.0,Individual,3.0,0.0,0,2015
5000.0, 36 months,10+ years,MORTGAGE,70000.0,Verified,Dec-2015,debt_consolidation,CA,15.81,665.0,669.0,0.0,18.0,0.0,5006.0,15.3,30.0,Individual,2.0,0.0,0,2015
15000.0, 60 months,1 year,RENT,65000.0,Source Verified,Dec-2015,debt_consolidation,MI,19.52,670.0,674.0,3.0,15.0,0.0,5161.0,27.6,40.0,Individual,0.0,0.0,0,2015
23000.0, 60 months,5 years,MORTGAGE,74000.0,Source Verified,Dec-2015,credit_card,TX,19.51,700.0,704.0,0.0,10.0,0.0,22772.0,75.4,13.0,Individual,2.0,0.0,1,2015
9600.0, 36 months,,RENT,76978.0,Not Verified,Dec-2015,credit_card,TX,27.38,685.0,689.0,0.0,16.0,1.0,6524.0,24.9,39.0,Individual,4.0,1.0,0,2015
10000.0, 36 months,10+ years,MORTGAGE,40000.0,Verified,Dec-2015,credit_card,FL,27.24,665.0,669.0,0.0,9.0,0.0,11577.0,67.3,19.0,Individual,1.0,0.0,0,2015
7750.0, 36 months,10+ years,RENT,36000.0,Verified,Dec-2015,other,CA,21.43,665.0,669.0,2.0,16.0,1.0,9057.0,42.5,38.0,Individual,1.0,1.0,0,2015
28000.0, 36 months,< 1 year,MORTGAGE,102000.0,Verified,Dec-2015,major_purchase,NM,24.27,710.0,714.0,1.0,9.0,0.0,6132.0,26.1,18.0,Individual,2.0,0.0,1,2015
13200.0, 36 months,10+ years,RENT,33000.0,Verified,Dec-2015,debt_consolidation,HI,28.07,660.0,664.0,1.0,10.0,1.0,14141.0,73.5,26.0,Individual,1.0,1.0,1,2015
13000.0, 60 months,9 years,RENT,42200.0,Verified,Dec-2015,debt_consolidation,TX,9.24,690.0,694.0,0.0,6.0,0.0,11379.0,69.8,10.0,Individual,0.0,0.0,0,2015
8000.0, 36 months,4 years,RENT,25000.0,Verified,Dec-2015,debt_consolidation,CA,12.0,685.0,689.0,1.0,6.0,0.0,8099.0,70.4,6.0,Individual,0.0,0.0,1,2015
12000.0, 36 months,10+ years,MORTGAGE,70000.0,Not Verified,Dec-2015,home_improvement,FL,33.94,725.0,729.0,1.0,13.0,0.0,18154.0,51.1,23.0,Individual,2.0,0.0,0,2015
11400.0, 36 months,5 years,RENT,100000.0,Not Verified,Dec-2015,credit_card,MN,2.86,715.0,719.0,0.0,18.0,0.0,8634.0,33.2,35.0,Individual,0.0,0.0,0,2015
5000.0, 36 months,2 years,RENT,56500.0,Source Verified,Dec-2015,debt_consolidation,NJ,13.57,700.0,704.0,0.0,12.0,0.0,8468.0,31.0,31.0,Individual,1.0,0.0,0,2015
